"CustomerKey","IncomeGroup","BikeBuyer","GeographyKey","FullName","Age","Gender","YearlyIncome","TotalChildren","NumberChildrenAtHome","EnglishEducation","EnglishOccupation","HouseOwnerFlag","MaritalStatus","NumberCarsOwned","MonthsSinceLastPurchase","CommuteDistance"
16389,Low,1,164,Arturo Shen,41,M,"30000.0000",1,0,Bachelors,Clerical,"1",S,0,28,"1-2 Miles"
16390,Low,1,172,Mario Nath,48,M,"30000.0000",1,1,Bachelors,Clerical,"0",S,0,28,"0-1 Miles"
16391,Low,1,213,Sergio Suri,41,M,"30000.0000",1,1,Bachelors,Clerical,"0",S,0,31,"1-2 Miles"
16392,Moderate,1,180,Kari Raman,47,F,"40000.0000",0,0,Graduate Degree,Clerical,"1",M,0,22,"0-1 Miles"
16393,Moderate,1,224,Xavier Edwards,36,M,"40000.0000",0,0,Graduate Degree,Clerical,"1",M,0,22,"0-1 Miles"
16394,Low,1,187,Bryan Bell,43,M,"10000.0000",3,3,High School,Manual,"1",S,1,31,"0-1 Miles"
16395,Low,0,192,Tara Pal,48,F,"10000.0000",3,3,High School,Manual,"0",M,1,30,"0-1 Miles"
16396,Low,0,149,Keith Rai,48,M,"10000.0000",4,4,Partial High School,Manual,"1",S,0,28,"0-1 Miles"
16397,Low,0,153,Andy Navarro,43,M,"20000.0000",1,1,Partial College,Manual,"1",M,1,25,"2-5 Miles"
16398,Low,0,189,Emmanuel Rana,48,M,"20000.0000",1,1,High School,Manual,"0",S,1,29,"2-5 Miles"
16399,Low,0,131,Arturo Xu,48,M,"30000.0000",1,1,Bachelors,Clerical,"0",S,0,29,"0-1 Miles"
16400,Low,1,222,Theodore Ramos,43,M,"30000.0000",1,1,Bachelors,Clerical,"1",M,0,31,"2-5 Miles"
16401,Low,0,250,Margaret Gao,48,F,"30000.0000",1,1,Bachelors,Clerical,"0",S,1,21,"0-1 Miles"
16402,Low,0,262,Alexander Martin,48,M,"30000.0000",1,1,Bachelors,Clerical,"0",S,1,19,"1-2 Miles"
16403,Low,0,217,Byron Suarez,49,M,"20000.0000",1,1,High School,Manual,"1",M,1,20,"2-5 Miles"
16404,Moderate,1,198,Raul Nara,48,M,"40000.0000",0,0,Bachelors,Clerical,"1",M,0,22,"0-1 Miles"
16405,Moderate,1,229,Adriana Sai,48,F,"40000.0000",0,0,Bachelors,Clerical,"1",M,0,30,"0-1 Miles"
16406,Moderate,1,262,Dakota Henderson,42,M,"40000.0000",0,0,Bachelors,Clerical,"0",M,0,30,"0-1 Miles"
16407,Low,1,260,Colleen Zhao,49,F,"30000.0000",1,1,Bachelors,Skilled Manual,"1",M,2,22,"0-1 Miles"
16408,Low,1,201,Arthur Madan,51,M,"30000.0000",1,1,Bachelors,Skilled Manual,"1",M,2,29,"0-1 Miles"
16409,Low,1,164,Ebony Moreno,44,F,"30000.0000",1,1,Bachelors,Skilled Manual,"1",M,2,27,"0-1 Miles"
16410,Low,1,272,Joy Navarro,51,F,"10000.0000",4,3,Partial High School,Manual,"1",S,2,22,"0-1 Miles"
16411,Low,1,172,Stanley Sanchez,51,M,"10000.0000",3,2,Partial High School,Manual,"1",S,2,27,"0-1 Miles"
16412,Low,1,185,Leah Liang,40,F,"10000.0000",3,2,Partial High School,Manual,"1",S,2,28,"0-1 Miles"
16413,Low,0,155,Julia Gonzalez,84,F,"10000.0000",4,0,High School,Manual,"0",M,2,29,"0-1 Miles"
16414,Low,1,127,Kelly Flores,51,F,"10000.0000",3,2,Partial High School,Manual,"1",S,2,27,"0-1 Miles"
16415,Low,1,224,Andre Patel,51,M,"20000.0000",3,3,High School,Manual,"1",S,0,28,"0-1 Miles"
16416,Low,1,190,Brian Rivera,46,M,"30000.0000",2,2,Partial College,Manual,"1",S,0,28,"0-1 Miles"
16417,Low,1,234,Noah Bryant,46,M,"30000.0000",2,2,Partial College,Manual,"1",S,0,22,"0-1 Miles"
16418,Low,0,202,Katrina Rai,47,F,"10000.0000",3,2,Partial High School,Manual,"1",S,2,30,"0-1 Miles"
16419,Low,0,118,Lacey Simpson,52,F,"20000.0000",3,3,High School,Manual,"0",M,1,22,"0-1 Miles"
16420,Low,1,266,Eddie Alonso,46,M,"20000.0000",3,3,High School,Manual,"1",S,1,22,"0-1 Miles"
16421,Low,0,219,Natasha Diaz,46,F,"20000.0000",3,3,High School,Manual,"1",S,1,21,"0-1 Miles"
16422,Low,1,174,Kurt Xu,41,M,"20000.0000",3,3,High School,Manual,"1",S,1,25,"0-1 Miles"
16423,Low,0,211,Sergio Madan,82,M,"10000.0000",4,0,High School,Manual,"1",S,2,22,"0-1 Miles"
16424,Moderate,1,200,Brandi Diaz,49,F,"40000.0000",0,0,Bachelors,Professional,"0",M,0,22,"0-1 Miles"
16425,Moderate,1,206,Lisa Lu,50,F,"40000.0000",0,0,Bachelors,Professional,"1",M,0,22,"0-1 Miles"
16426,Moderate,1,210,Jorge Ye,49,M,"40000.0000",0,0,Bachelors,Professional,"1",M,0,21,"0-1 Miles"
16427,Moderate,1,273,Kendra Alonso,44,F,"60000.0000",0,0,Graduate Degree,Skilled Manual,"1",S,0,30,"0-1 Miles"
16428,Low,1,234,Ryan Ross,52,M,"20000.0000",4,4,High School,Manual,"1",S,1,22,"0-1 Miles"
16429,Low,1,175,Jaclyn Luo,47,F,"30000.0000",1,0,Partial College,Clerical,"1",M,1,25,"2-5 Miles"
16430,Low,1,196,Franklin Rai,50,M,"30000.0000",2,2,Partial College,Clerical,"1",S,1,27,"0-1 Miles"
16431,Low,1,199,Jermaine Rodriguez,45,M,"30000.0000",2,2,Partial College,Clerical,"1",S,1,27,"0-1 Miles"
16432,Low,1,207,John Garcia,46,M,"30000.0000",2,2,Partial College,Clerical,"1",S,2,26,"0-1 Miles"
16433,Low,1,202,Mathew Dominguez,46,M,"30000.0000",2,2,Partial College,Clerical,"0",M,2,26,"0-1 Miles"
16434,Moderate,0,171,Taylor Bailey,51,F,"40000.0000",1,0,Bachelors,Skilled Manual,"1",M,0,26,"0-1 Miles"
16435,Moderate,0,261,Steven Cooper,46,M,"40000.0000",1,0,Bachelors,Skilled Manual,"1",M,0,20,"0-1 Miles"
16436,Low,1,189,Ethan Henderson,47,M,"30000.0000",2,2,Partial College,Clerical,"1",S,3,25,"0-1 Miles"
16437,Low,0,244,Jésus Gutierrez,38,M,"20000.0000",0,0,High School,Manual,"0",S,1,26,"2-5 Miles"
16438,Low,0,193,Kaitlin Arthur,39,F,"10000.0000",0,0,Partial High School,Manual,"0",M,2,28,"0-1 Miles"
16439,Low,0,193,Dawn Deng,36,F,"20000.0000",4,4,High School,Manual,"1",S,2,24,"0-1 Miles"
16440,Low,0,202,Jimmy Martin,36,M,"20000.0000",4,4,High School,Manual,"1",S,2,30,"0-1 Miles"
16441,Low,0,127,Jason Young,36,M,"20000.0000",5,5,High School,Manual,"0",M,2,30,"0-1 Miles"
16442,Low,1,131,Luke Gonzalez,36,M,"30000.0000",3,3,Partial College,Clerical,"1",S,1,25,"0-1 Miles"
16443,Low,0,239,Dawn Gao,36,F,"30000.0000",3,3,Partial College,Clerical,"1",S,2,19,"0-1 Miles"
16444,Moderate,1,267,Erika Carlson,52,F,"40000.0000",1,0,Bachelors,Skilled Manual,"1",M,0,29,"0-1 Miles"
16445,Low,1,234,Caitlin Ward,53,F,"30000.0000",1,0,Partial College,Clerical,"1",S,1,21,"2-5 Miles"
16446,Low,1,266,Kristine Munoz,53,F,"30000.0000",1,0,Partial College,Clerical,"1",M,1,21,"2-5 Miles"
16447,Moderate,1,267,Kate Becker,47,F,"40000.0000",1,0,Bachelors,Skilled Manual,"1",M,1,27,"0-1 Miles"
16448,Moderate,1,168,Cheryl Martin,54,F,"40000.0000",1,0,Bachelors,Skilled Manual,"1",M,1,22,"0-1 Miles"
16449,Low,0,233,Casey Browning,38,M,"30000.0000",4,4,Partial College,Clerical,"1",S,2,27,"0-1 Miles"
16450,Low,0,187,Rebekah Gutierrez,38,F,"30000.0000",5,5,Partial College,Clerical,"1",S,2,22,"0-1 Miles"
16451,Low,1,149,Karl Stone,38,M,"30000.0000",0,0,Partial College,Clerical,"0",S,1,24,"0-1 Miles"
16452,Low,1,232,Cassie Luo,38,F,"30000.0000",0,0,Partial College,Clerical,"0",S,1,21,"0-1 Miles"
16453,Low,0,271,Mayra Chandra,38,F,"30000.0000",0,0,Partial College,Clerical,"0",S,1,22,"2-5 Miles"
16454,Low,0,274,Marco Suri,38,M,"30000.0000",0,0,Partial College,Clerical,"0",M,1,28,"0-1 Miles"
16455,Low,0,208,Deb Moreno,104,F,"10000.0000",4,0,High School,Manual,"0",M,2,29,"0-1 Miles"
16456,Low,0,147,Larry Navarro,40,M,"20000.0000",0,0,High School,Manual,"0",S,1,23,"5-10 Miles"
16457,Low,0,156,Kathleen Martin,40,F,"20000.0000",0,0,Partial High School,Manual,"0",S,1,24,"2-5 Miles"
16458,Low,0,132,Michele Ruiz,39,F,"30000.0000",0,0,Partial College,Clerical,"0",S,1,29,"2-5 Miles"
16459,Low,0,236,Carolyn Kapoor,39,F,"30000.0000",0,0,Partial College,Clerical,"0",M,1,28,"0-1 Miles"
16460,Low,0,277,Jodi Xu,39,F,"30000.0000",0,0,Partial College,Clerical,"0",S,1,21,"2-5 Miles"
16461,Low,1,279,Rosa Wu,40,F,"30000.0000",0,0,Partial College,Clerical,"0",S,1,21,"0-1 Miles"
16462,Low,0,147,Marissa Gonzales,40,F,"20000.0000",0,0,Partial High School,Manual,"0",S,1,19,"2-5 Miles"
16463,Low,0,155,Anna Murphy,40,F,"20000.0000",0,0,Partial High School,Manual,"0",S,1,26,"5-10 Miles"
16464,Low,0,260,Alan Liu,41,M,"10000.0000",0,0,Partial High School,Manual,"1",S,2,23,"0-1 Miles"
16465,Low,1,231,Kara Goel,41,F,"20000.0000",0,0,Partial High School,Manual,"0",S,2,21,"0-1 Miles"
16466,Low,1,127,Alisha Kumar,41,F,"20000.0000",0,0,Partial High School,Manual,"0",S,2,23,"0-1 Miles"
16467,Low,0,242,Ronald Srini,41,M,"20000.0000",0,0,Partial High School,Manual,"1",S,2,19,"1-2 Miles"
16468,Low,0,198,Orlando Dominguez,40,M,"30000.0000",0,0,Partial College,Clerical,"1",S,1,23,"2-5 Miles"
16469,Low,0,188,Michele Tang,40,F,"30000.0000",0,0,Partial College,Clerical,"1",S,1,28,"2-5 Miles"
16470,Moderate,1,269,Wesley Guo,40,M,"40000.0000",1,1,Bachelors,Skilled Manual,"1",M,0,27,"1-2 Miles"
16471,Low,0,207,Vanessa Hayes,102,F,"10000.0000",4,0,High School,Manual,"0",M,2,20,"0-1 Miles"
16472,Low,0,196,Olivia Robinson,36,F,"20000.0000",0,0,Partial High School,Manual,"0",S,2,21,"1-2 Miles"
16473,Low,0,138,Dawn Andersen,43,F,"10000.0000",0,0,Partial High School,Manual,"0",S,2,22,"0-1 Miles"
16474,Low,0,133,Jay Serrano,42,M,"10000.0000",0,0,Partial High School,Manual,"0",M,2,29,"0-1 Miles"
16475,Low,1,144,Kurt Anand,36,M,"20000.0000",0,0,Partial High School,Manual,"0",S,2,23,"1-2 Miles"
16476,Low,1,200,Shawn Xie,42,M,"30000.0000",0,0,Partial College,Clerical,"0",S,1,24,"0-1 Miles"
16477,Moderate,0,611,Anna Gonzales,38,F,"40000.0000",0,0,Partial High School,Clerical,"0",S,2,30,"1-2 Miles"
16478,High,1,348,Adrian Gray,39,M,"70000.0000",0,0,Partial College,Skilled Manual,"0",S,2,22,"0-1 Miles"
16479,Moderate,0,65,Victoria Brooks,39,F,"60000.0000",0,0,Partial College,Skilled Manual,"1",S,2,21,"5-10 Miles"
16480,Low,0,23,Alan Zhou,61,M,"20000.0000",2,1,Partial High School,Clerical,"1",M,2,19,"1-2 Miles"
16481,Low,0,35,Madison Bryant,66,F,"20000.0000",2,1,Partial High School,Clerical,"1",S,2,20,"5-10 Miles"
16482,Low,1,32,Tabitha Arthur,65,F,"30000.0000",3,0,Partial College,Clerical,"0",M,2,30,"5-10 Miles"
16483,Moderate,1,35,Warren Jai,59,M,"40000.0000",2,0,Bachelors,Management,"1",M,2,21,"5-10 Miles"
16484,Moderate,1,16,Dustin Lal,66,M,"40000.0000",2,0,Partial College,Clerical,"0",M,2,21,"5-10 Miles"
16485,Moderate,0,301,Ian Foster,35,M,"40000.0000",0,0,Partial High School,Clerical,"1",S,2,22,"5-10 Miles"
16486,Low,0,12,Rachael Madan,64,F,"30000.0000",3,0,High School,Skilled Manual,"0",M,2,19,"1-2 Miles"
16487,Low,0,36,Brianna Griffin,64,F,"30000.0000",3,0,High School,Skilled Manual,"1",S,2,25,"5-10 Miles"
16488,Low,0,31,Joel Rodriguez,64,M,"30000.0000",3,0,High School,Skilled Manual,"1",M,2,19,"5-10 Miles"
16489,Low,0,5,Frederick Garcia,64,M,"30000.0000",3,0,High School,Skilled Manual,"1",M,2,27,"5-10 Miles"
16490,Moderate,1,361,Megan Robinson,35,F,"60000.0000",0,0,Partial College,Skilled Manual,"1",M,2,27,"5-10 Miles"
16491,High,1,51,Christian Garcia,36,M,"70000.0000",0,0,Partial College,Skilled Manual,"1",S,2,24,"5-10 Miles"
16492,Moderate,0,19,Theodore Sanz,63,M,"40000.0000",2,0,Partial College,Clerical,"0",M,2,19,"5-10 Miles"
16493,Moderate,1,37,Brenda Fernandez,62,F,"40000.0000",3,0,Partial College,Skilled Manual,"1",M,2,20,"5-10 Miles"
16494,High,1,40,Jordyn Simmons,55,F,"80000.0000",2,0,Partial College,Skilled Manual,"0",S,2,20,"1-2 Miles"
16495,High,1,40,Monique Ramos,61,F,"80000.0000",2,0,Partial College,Skilled Manual,"0",S,2,20,"1-2 Miles"
16496,High,1,3,Dawn Tang,56,F,"80000.0000",2,0,Partial College,Skilled Manual,"1",S,2,20,"5-10 Miles"
16497,Low,0,66,Julia Peterson,40,F,"30000.0000",0,0,Partial College,Skilled Manual,"1",S,2,20,"5-10 Miles"
16498,Low,0,618,Hunter Jones,40,M,"30000.0000",0,0,Partial College,Skilled Manual,"1",S,2,23,"5-10 Miles"
16499,Low,0,626,Danielle Kelly,40,F,"30000.0000",0,0,High School,Skilled Manual,"1",S,2,20,"5-10 Miles"
16500,Low,1,635,Chloe Perry,41,F,"30000.0000",0,0,High School,Skilled Manual,"0",S,2,28,"1-2 Miles"
16501,Low,0,637,Vanessa Wood,40,F,"30000.0000",0,0,High School,Skilled Manual,"1",S,2,23,"5-10 Miles"
16502,Low,0,553,Jackson Parker,41,M,"30000.0000",0,0,High School,Skilled Manual,"1",S,2,19,"5-10 Miles"
16503,Moderate,0,339,Christian Anderson,41,M,"60000.0000",0,0,Partial College,Skilled Manual,"1",M,2,27,"5-10 Miles"
16504,Low,1,359,Justin Russell,41,M,"30000.0000",0,0,High School,Skilled Manual,"0",S,2,28,"1-2 Miles"
16505,Low,0,322,Erin Gray,36,F,"30000.0000",0,0,High School,Skilled Manual,"1",S,2,20,"5-10 Miles"
16506,Moderate,0,53,Catherine Murphy,36,F,"60000.0000",0,0,Partial College,Skilled Manual,"1",M,2,19,"5-10 Miles"
16507,Low,0,183,Tracy Nath,76,F,"10000.0000",2,0,Bachelors,Clerical,"1",M,1,25,"2-5 Miles"
16508,Low,0,222,Brent Zhu,76,M,"10000.0000",2,0,Bachelors,Clerical,"1",M,1,24,"2-5 Miles"
16509,Low,1,246,Veronica Sai,74,F,"30000.0000",1,0,Bachelors,Clerical,"1",M,0,21,"0-1 Miles"
16510,Low,0,203,Brad Nara,73,M,"10000.0000",3,0,Partial College,Manual,"1",M,1,28,"0-1 Miles"
16511,Low,0,235,Joe Raman,73,M,"30000.0000",1,0,Bachelors,Clerical,"1",M,0,25,"0-1 Miles"
16512,Moderate,1,279,Ricardo Sharma,73,M,"40000.0000",1,0,Graduate Degree,Clerical,"1",S,0,27,"0-1 Miles"
16513,Low,1,205,Ronnie Wagner,72,M,"10000.0000",3,0,Partial College,Manual,"1",S,1,24,"1-2 Miles"
16514,Low,1,7,Manuel Fernandez,36,M,"10000.0000",0,0,Partial College,Manual,"1",S,1,30,"1-2 Miles"
16515,Low,1,31,Troy Sai,36,M,"10000.0000",0,0,Partial College,Manual,"0",M,1,29,"0-1 Miles"
16516,Low,1,27,Melvin She,35,M,"20000.0000",0,0,Bachelors,Clerical,"1",M,0,29,"0-1 Miles"
16517,Low,1,19,Katrina Raji,39,F,"10000.0000",1,1,High School,Manual,"1",M,0,29,"2-5 Miles"
16518,Low,1,33,Krystal Holt,39,F,"10000.0000",1,1,High School,Manual,"0",S,0,29,"1-2 Miles"
16519,Low,1,25,Yolanda Chander,39,F,"10000.0000",1,1,High School,Manual,"0",S,0,28,"2-5 Miles"
16520,Low,1,32,Misty Raji,39,F,"10000.0000",1,1,High School,Manual,"1",M,0,28,"2-5 Miles"
16521,Low,1,24,Tonya She,36,F,"10000.0000",1,1,High School,Manual,"0",S,0,28,"2-5 Miles"
16522,Low,1,21,Casey Pal,36,F,"10000.0000",1,1,High School,Manual,"1",M,0,28,"2-5 Miles"
16523,Low,1,25,Sandra Huang,37,F,"20000.0000",0,0,Bachelors,Clerical,"1",M,0,28,"0-1 Miles"
16524,Low,1,24,Damien Huang,36,M,"20000.0000",0,0,Bachelors,Clerical,"1",M,0,28,"0-1 Miles"
16525,Low,1,4,Martha Liang,37,F,"20000.0000",0,0,Bachelors,Clerical,"0",M,0,27,"0-1 Miles"
16526,Low,1,39,Arthur Perez,37,M,"20000.0000",0,0,Bachelors,Clerical,"1",S,0,26,"0-1 Miles"
16527,Low,1,9,Cory Arun,37,M,"20000.0000",0,0,Bachelors,Clerical,"1",S,0,26,"0-1 Miles"
16528,Low,1,36,Dominique Garcia,37,F,"20000.0000",0,0,Bachelors,Clerical,"1",S,0,26,"0-1 Miles"
16529,Low,1,4,Jonathon Gutierrez,38,M,"20000.0000",0,0,Bachelors,Clerical,"1",M,0,26,"0-1 Miles"
16530,Low,1,249,Priscilla Chander,72,F,"30000.0000",1,0,Bachelors,Clerical,"1",M,0,20,"0-1 Miles"
16531,Low,1,251,Lacey Gao,72,F,"30000.0000",1,0,Bachelors,Clerical,"1",S,0,20,"0-1 Miles"
16532,Low,1,226,Tommy Sharma,43,M,"20000.0000",1,1,Partial College,Manual,"0",S,0,23,"1-2 Miles"
16533,Low,1,221,Kristen Cai,54,F,"20000.0000",1,1,Partial College,Manual,"1",M,0,23,"1-2 Miles"
16534,Low,1,134,Claudia Holt,55,F,"30000.0000",4,0,Graduate Degree,Clerical,"1",M,0,22,"0-1 Miles"
16535,Low,0,201,Colin Chen,50,M,"10000.0000",1,1,High School,Manual,"0",S,1,26,"1-2 Miles"
16536,Low,0,223,Meghan Jimenez,55,F,"10000.0000",1,1,High School,Manual,"0",S,1,27,"1-2 Miles"
16537,Low,0,174,Arthur Dominguez,55,M,"20000.0000",1,1,Partial College,Manual,"0",S,0,27,"0-1 Miles"
16538,Low,1,146,Stacey Liang,56,F,"20000.0000",1,1,Partial College,Manual,"0",S,0,22,"1-2 Miles"
16539,Low,0,120,Christy Li,50,F,"20000.0000",1,1,Partial College,Manual,"0",S,0,30,"0-1 Miles"
16540,Low,1,135,Theodore Browning,55,M,"20000.0000",1,1,Partial College,Manual,"1",M,0,21,"1-2 Miles"
16541,Low,1,231,Micah Hu,55,M,"20000.0000",1,1,Partial College,Manual,"0",S,0,20,"1-2 Miles"
16542,Low,0,239,Jésus Ortega,55,M,"20000.0000",1,1,Partial College,Manual,"1",M,0,20,"2-5 Miles"
16543,Low,0,257,Jenny McDonald,44,F,"20000.0000",1,1,Partial College,Manual,"1",M,0,23,"2-5 Miles"
16544,Low,0,208,Eduardo Morgan,51,M,"10000.0000",1,1,High School,Manual,"1",M,1,24,"2-5 Miles"
16545,Low,0,201,Alicia Pal,57,F,"10000.0000",1,1,High School,Manual,"1",M,1,22,"2-5 Miles"
16546,Low,1,246,Terrance Jordan,56,M,"20000.0000",2,0,Partial College,Manual,"1",M,1,20,"0-1 Miles"
16547,Low,1,217,Jake Yang,47,M,"20000.0000",2,0,Partial College,Manual,"1",M,1,22,"2-5 Miles"
16548,Low,1,188,Darren Rubio,50,M,"30000.0000",3,0,Bachelors,Clerical,"1",M,0,21,"0-1 Miles"
16549,Low,1,123,Linda Moreno,56,F,"30000.0000",3,0,Bachelors,Clerical,"1",S,0,21,"0-1 Miles"
16550,Low,1,274,Frederick Madan,51,M,"30000.0000",0,0,Bachelors,Clerical,"1",M,0,20,"0-1 Miles"
16551,Low,1,189,Christy Shan,45,F,"30000.0000",0,0,Bachelors,Clerical,"1",S,0,21,"0-1 Miles"
16552,Low,1,158,Joe Sanchez,56,M,"30000.0000",0,0,Bachelors,Clerical,"1",M,0,21,"0-1 Miles"
16553,Moderate,1,237,Gabriella Roberts,56,F,"40000.0000",3,0,Graduate Degree,Clerical,"1",M,0,27,"0-1 Miles"
16554,Low,1,272,Casey Chander,57,F,"30000.0000",1,0,Bachelors,Clerical,"1",S,0,20,"0-1 Miles"
16555,Low,0,211,Mathew Vazquez,45,M,"10000.0000",1,1,High School,Manual,"1",M,1,23,"5-10 Miles"
16556,Low,0,162,Angelica Butler,46,F,"20000.0000",0,0,Partial College,Manual,"0",S,1,26,"0-1 Miles"
16557,Low,0,197,Derek Chander,40,M,"20000.0000",0,0,Partial College,Manual,"1",S,1,29,"2-5 Miles"
16558,Low,0,177,Preston Sara,40,M,"20000.0000",0,0,Partial College,Manual,"0",S,1,29,"2-5 Miles"
16559,Low,1,226,Candace Martinez,46,F,"10000.0000",2,2,High School,Manual,"1",S,0,20,"0-1 Miles"
16560,Low,1,223,Kelvin Sun,45,M,"30000.0000",0,0,Bachelors,Clerical,"1",S,0,20,"0-1 Miles"
16561,Low,1,243,Kurt Yuan,39,M,"30000.0000",0,0,Bachelors,Clerical,"1",M,0,20,"0-1 Miles"
16562,Moderate,1,262,Colleen Zhang,39,F,"40000.0000",0,0,Graduate Degree,Clerical,"1",M,0,26,"0-1 Miles"
16563,Low,0,261,Mackenzie Baker,96,F,"20000.0000",2,0,Graduate Degree,Clerical,"1",S,1,25,"2-5 Miles"
16564,Low,0,233,Susan Wu,46,F,"20000.0000",0,0,Partial College,Manual,"1",S,1,24,"2-5 Miles"
16565,Moderate,1,127,Corey Anand,46,M,"40000.0000",0,0,Graduate Degree,Clerical,"1",M,0,21,"0-1 Miles"
16566,Moderate,1,206,Ashlee Shen,41,F,"40000.0000",0,0,Graduate Degree,Clerical,"1",S,0,21,"0-1 Miles"
16567,Moderate,1,175,Erick Lopez,46,M,"50000.0000",0,0,Graduate Degree,Skilled Manual,"1",S,0,21,"0-1 Miles"
16568,Moderate,0,133,Caroline Coleman,94,F,"40000.0000",1,0,Graduate Degree,Clerical,"1",M,0,30,"0-1 Miles"
16569,Low,1,215,Colleen Li,57,F,"10000.0000",3,0,Partial College,Manual,"1",S,2,31,"0-1 Miles"
16570,Low,1,209,Julie She,52,F,"20000.0000",2,0,Partial College,Manual,"1",M,1,31,"2-5 Miles"
16571,Low,0,261,Audrey Torres,58,F,"20000.0000",2,0,Partial College,Manual,"1",M,1,20,"2-5 Miles"
16572,Low,1,138,Jon Xu,42,M,"10000.0000",2,2,High School,Manual,"1",S,1,20,"0-1 Miles"
16573,Low,1,244,Ruben Dominguez,48,M,"20000.0000",1,1,Partial College,Manual,"0",S,0,20,"0-1 Miles"
16574,Low,0,233,Joe Gomez,42,M,"20000.0000",1,1,Partial College,Manual,"0",S,0,21,"1-2 Miles"
16575,High,1,259,Veronica Vance,71,F,"170000.0000",3,4,Graduate Degree,Management,"0",S,2,23,"0-1 Miles"
16576,High,0,184,Corey Beck,69,M,"90000.0000",5,0,Partial College,Professional,"1",S,2,19,"10+ Miles"
16577,High,0,217,Leah Chen,69,F,"90000.0000",5,0,Partial College,Professional,"0",S,2,24,"2-5 Miles"
16578,High,0,127,Stefanie Weber,69,F,"100000.0000",2,3,Bachelors,Management,"1",S,4,21,"10+ Miles"
16579,High,0,236,Zachary Davis,62,M,"70000.0000",4,3,High School,Professional,"1",M,1,21,"10+ Miles"
16580,High,1,184,Dawn Chen,61,F,"100000.0000",3,4,High School,Professional,"0",M,2,24,"2-5 Miles"
16581,High,0,222,Kenneth Becker,56,M,"100000.0000",3,4,High School,Professional,"1",S,3,22,"10+ Miles"
16582,High,0,163,Frank Torres,55,M,"100000.0000",3,4,High School,Professional,"1",M,3,30,"10+ Miles"
16583,High,0,131,Justin Martinez,61,M,"100000.0000",3,4,High School,Professional,"1",M,3,19,"10+ Miles"
16584,High,0,273,Devin Gray,61,M,"170000.0000",0,4,High School,Professional,"0",S,4,25,"0-1 Miles"
16585,High,1,274,Vincent Sun,61,M,"170000.0000",0,5,Partial High School,Professional,"1",M,2,23,"10+ Miles"
16586,High,0,209,Leonard Chander,51,M,"100000.0000",3,4,Partial College,Professional,"1",M,4,25,"10+ Miles"
16587,High,1,161,Zachary Martinez,62,M,"120000.0000",3,5,Bachelors,Management,"1",M,2,24,"10+ Miles"
16588,High,1,252,Andre Martinez,62,M,"130000.0000",4,5,Partial College,Professional,"1",M,2,23,"10+ Miles"
16589,High,1,258,Martin Suri,62,M,"130000.0000",5,5,Partial College,Professional,"1",M,2,23,"10+ Miles"
16590,High,0,263,Shawn Deng,57,M,"150000.0000",3,5,Bachelors,Management,"1",M,3,24,"10+ Miles"
16591,High,0,266,Clarence He,51,M,"160000.0000",3,4,Bachelors,Management,"1",M,4,21,"0-1 Miles"
16592,High,0,208,Jacquelyn Gomez,63,F,"80000.0000",4,1,Partial College,Professional,"1",M,2,29,"10+ Miles"
16593,High,0,232,Suzanne He,64,F,"120000.0000",4,5,Partial College,Professional,"0",M,3,27,"10+ Miles"
16594,High,1,265,Andrew Jones,63,M,"170000.0000",4,5,Bachelors,Management,"0",M,3,23,"10+ Miles"
16595,High,1,267,Cameron Anderson,63,M,"170000.0000",4,5,Bachelors,Management,"1",M,3,23,"0-1 Miles"
16596,High,1,208,Gabrielle Carter,64,F,"70000.0000",5,2,Partial High School,Skilled Manual,"1",S,2,24,"10+ Miles"
16597,High,0,135,Kelli Xu,64,F,"100000.0000",3,4,Partial College,Professional,"1",S,4,29,"10+ Miles"
16598,High,1,234,Kate Rai,64,F,"130000.0000",4,5,High School,Professional,"0",S,3,23,"0-1 Miles"
16599,High,0,257,Ramón Cai,65,M,"150000.0000",4,5,Bachelors,Management,"1",M,3,20,"10+ Miles"
16600,High,0,218,Janet Suarez,67,F,"90000.0000",4,1,High School,Management,"1",S,3,27,"10+ Miles"
16601,High,0,262,Tabitha Rana,68,F,"130000.0000",5,5,High School,Management,"0",S,4,21,"0-1 Miles"
16602,High,0,267,Jill Travers,67,F,"150000.0000",4,5,High School,Management,"1",M,4,23,"10+ Miles"
16603,High,1,150,Scott Seely,68,F,"110000.0000",4,5,Partial High School,Professional,"1",M,3,24,"10+ Miles"
16604,High,0,178,Roy Serrano,69,M,"120000.0000",5,5,High School,Management,"0",M,4,22,"10+ Miles"
16605,Moderate,0,13,Toni Randall,40,F,"60000.0000",0,0,Bachelors,Professional,"1",M,4,20,"10+ Miles"
16606,High,0,8,Ricky Blanco,39,M,"70000.0000",0,0,Bachelors,Professional,"1",S,3,24,"10+ Miles"
16607,High,1,20,Logan Gonzales,40,M,"70000.0000",0,0,Bachelors,Professional,"1",M,3,20,"10+ Miles"
16608,High,0,20,Ricky Martin,40,M,"70000.0000",0,0,Bachelors,Professional,"1",S,3,21,"10+ Miles"
16609,High,0,31,Gary Jimenez,36,M,"70000.0000",0,0,Bachelors,Professional,"0",S,4,28,"10+ Miles"
16610,High,0,2,Sydney Clark,41,F,"70000.0000",0,0,Bachelors,Professional,"0",M,4,28,"10+ Miles"
